ImageId,Label
593,1
594,5
595,6
596,5
597,7
598,6
599,5
600,5
601,1
602,1
603,7
604,1
605,1
606,4
607,9
608,2
609,3
610,6
611,7
612,8
613,5
614,8
615,5
616,2
617,7
618,3
619,5
620,5
621,1
622,3
623,6
624,7
625,5
626,9
627,6
628,5
629,9
630,1
631,9
632,1
633,9
634,5
635,1
636,3
637,7
638,7
639,5
640,5
641,1
642,2
643,7
644,9
645,5
646,7
647,9
648,9
649,1
650,5
651,9
652,7
653,3
654,7
655,5
656,1
657,1
658,8
659,8
660,7
661,1
662,3
663,9
664,3
665,9
666,9
667,1
668,8
669,6
670,7
671,8
672,9
673,8
674,6
675,5
676,7
677,7
678,1
679,1
680,5
681,7
682,7
683,5
684,9
685,6
686,7
687,5
688,5
689,7
690,7
691,1
692,7
693,7
694,1
695,3
696,5
697,5
698,8
699,9
700,5
701,7
702,1
703,6
704,5
705,7
706,8
707,9
708,5
709,1
710,7
711,3
712,5
713,1
714,5
715,7
716,6
717,4
718,5
719,7
720,3
721,7
722,5
723,1
724,2
725,1
726,6
727,9
728,5
729,7
730,2
731,5
732,1
733,8
734,1
735,7
736,9
737,1
738,5
739,1
740,7
741,1
742,9
743,5
744,9
745,8
746,5
747,3
748,7
749,6
750,5
751,7
752,6
753,2
754,9
755,1
756,2
757,5
758,1
759,1
760,5
761,7
762,3
763,5
764,5
765,5
766,2
767,7
768,5
769,1
770,7
771,7
772,5
773,5
774,1
775,8
776,8
777,5
778,6
779,2
780,1
781,1
782,7
783,9
784,7
785,1
786,5
787,5
788,9
789,9
790,6
791,5
792,1
793,9
794,7
795,5
796,5
797,1
798,7
799,9
800,7
801,1
802,1
803,3
804,8
805,1
806,9
807,1
808,7
809,5
810,1
811,5
812,6
813,6
814,8
815,1
816,9
817,5
818,3
819,7
820,7
821,8
822,5
823,8
824,3
825,1
826,9
827,8
828,6
829,9
830,1
831,1
832,5
833,5
834,5
835,5
836,7
837,7
838,1
839,5
840,5
841,1
842,6
843,7
844,9
845,5
846,6
847,4
848,1
849,1
850,7
851,9
852,8
853,9
854,7
855,1
856,5
857,1
858,5
859,9
860,5
861,5
862,3
863,1
864,1
865,6
866,3
867,5
868,7
869,4
870,3
871,2
872,5
873,3
874,5
875,6
876,6
877,1
878,1
879,5
880,1
881,2
882,5
883,1
884,1
885,5
886,7
887,1
888,5
889,4
890,6
891,1
892,1
893,7
894,5
895,9
896,5
897,6
898,7
899,1
900,1
901,7
902,5
903,3
904,7
905,2
906,9
907,9
908,5
909,8
910,7
911,7
912,6
913,8
914,3
915,1
916,7
917,9
918,9
919,1
920,4
921,8
922,5
923,8
924,8
925,9
926,7
927,9
928,7
929,1
930,3
931,3
932,1
933,1
934,9
935,1
936,3
937,7
938,1
939,9
940,5
941,6
942,7
943,9
944,1
945,6
946,7
947,5
948,6
949,7
950,5
951,1
952,7
953,1
954,7
955,8
956,1
957,4
958,8
959,7
960,7
961,9
962,7
963,2
964,3
965,7
966,5
967,1
968,5
969,9
970,5
971,7
972,7
973,5
974,6
975,1
976,6
977,5
978,7
979,7
980,1
981,7
982,1
983,7
984,6
985,7
986,1
987,7
988,5
989,3
990,9
991,1
992,7
993,3
994,1
995,1
996,5
997,9
998,7
999,6
1000,7
1001,7
1002,1
1003,5
1004,3
1005,1
1006,5
1007,8
1008,7
1009,5
1010,7
1011,1
1012,5
1013,8
1014,7
1015,5
1016,7
1017,7
1018,8
1019,5
1020,5
1021,1
1022,7
1023,9
1024,7
1025,6
1026,7
1027,1
1028,7
1029,1
1030,1
1031,1
1032,1
1033,6
1034,3
1035,1
1036,1
1037,5
1038,1
1039,9
1040,5
1041,1
1042,7
1043,1
1044,5
1045,1
1046,1
1047,7
1048,7
1049,1
1050,8
1051,1
1052,6
1053,8
1054,5
1055,1
1056,1
1057,1
1058,8
1059,1
1060,1
1061,5
1062,8
1063,1
1064,8
1065,9
1066,6
1067,9
1068,7
1069,5
1070,9
1071,7
1072,8
1073,7
1074,7
1075,7
1076,9
1077,6
1078,1
1079,4
1080,6
1081,5
1082,3
1083,1
1084,1
1085,7
1086,7
1087,7
1088,1
1089,5
1090,1
1091,8
1092,7
1093,3
1094,6
1095,7
1096,6
1097,5
1098,8
1099,5
1100,1
1101,7
1102,1
1103,7
1104,1
1105,5
1106,1
1107,2
1108,1
1109,1
1110,9
1111,7
1112,1
1113,7
1114,1
1115,2
1116,5
1117,3
1118,1
1119,1
1120,9
1121,6
1122,1
1123,6
1124,1
1125,9
1126,3
1127,6
1128,6
1129,1
1130,1
1131,8
1132,5
1133,7
1134,8
1135,1
1136,6
1137,5
1138,7
1139,7
1140,3
1141,7
1142,5
1143,7
1144,1
1145,1
1146,9
1147,6
1148,5
1149,3
1150,6
1151,5
1152,7
1153,7
1154,4
1155,5
1156,9
1157,7
1158,1
1159,7
1160,9
1161,9
1162,1
1163,1
1164,3
1165,9
1166,6
1167,9
1168,7
1169,5
1170,1
1171,8
1172,9
1173,9
1174,1
1175,7
1176,7
1177,7
1178,7
1179,1
1180,8
1181,2
1182,1
1183,5
1184,1
1185,7
1186,7
1187,3
1188,5
1189,1
1190,3
1191,7
1192,8
1193,8
1194,8
1195,5
1196,1
1197,5
1198,5
1199,1
1200,5
1201,7
1202,3
1203,3
1204,5
1205,1
1206,7
1207,9
1208,6
1209,3
1210,5
1211,1
1212,1
1213,5
1214,9
1215,1
1216,5
1217,5
1218,9
1219,1
1220,2
1221,7
1222,3
1223,5
1224,1
1225,5
1226,6
1227,7
1228,9
1229,1
1230,1
1231,2
1232,6
1233,7
1234,7
1235,9
1236,1
1237,9
1238,1
1239,9
1240,9
1241,9
1242,1
1243,7
1244,1
1245,1
1246,9
1247,1
1248,5
1249,5
1250,5
1251,7
1252,9
1253,3
1254,1
1255,8
1256,5
1257,7
1258,7
1259,1
1260,7
1261,1
1262,1
1263,9
1264,1
1265,5
1266,7
1267,5
1268,8
1269,9
1270,1
1271,1
1272,5
1273,1
1274,5
1275,1
1276,7
1277,8
1278,1
1279,9
1280,1
1281,1
1282,1
1283,7
1284,7
1285,7
1286,1
1287,5
1288,5
1289,9
1290,1
1291,5
1292,5
1293,7
1294,7
1295,6
1296,6
1297,7
1298,2
1299,7
1300,1
1301,1
1302,7
1303,1
1304,1
1305,5
1306,5
1307,7
1308,5
1309,7
1310,9
1311,6
1312,7
1313,8
1314,5
1315,7
1316,1
1317,1
1318,7
1319,7
1320,7
1321,7
1322,8
1323,5
1324,1
1325,7
1326,5
1327,7
1328,6
1329,3
1330,1
1331,5
1332,7
1333,5
1334,1
1335,9
1336,1
1337,5
1338,5
1339,5
1340,6
1341,5
1342,7
1343,1
1344,6
1345,5
1346,2
1347,7
1348,6
1349,1
1350,4
1351,6
1352,7
1353,7
1354,1
1355,8
1356,6
1357,7
1358,6
1359,6
1360,8
1361,9
1362,7
1363,7
1364,3
1365,9
1366,7
1367,2
1368,5
1369,7
1370,1
1371,7
1372,7
1373,6
1374,1
1375,1
1376,2
1377,8
1378,5
1379,7
1380,1
1381,9
1382,2
1383,3
1384,7
1385,7
1386,6
1387,3
1388,7
1389,7
1390,7
1391,1
1392,1
1393,5
1394,9
1395,7
1396,5
1397,7
1398,1
1399,8
1400,3
1401,1
1402,9
1403,7
1404,7
1405,1
1406,5
1407,6
1408,9
1409,7
1410,7
1411,5
1412,1
1413,5
1414,1
1415,7
1416,1
1417,7
1418,1
1419,1
1420,7
1421,7
1422,1
1423,8
1424,7
1425,7
1426,1
1427,3
1428,7
1429,7
1430,1
1431,3
1432,1
1433,1
1434,7
1435,7
1436,5
1437,9
1438,5
1439,9
1440,6
1441,5
1442,8
1443,9
1444,9
1445,5
1446,7
1447,5
1448,5
1449,5
1450,5
1451,1
1452,1
1453,6
1454,5
1455,9
1456,3
1457,2
1458,1
1459,3
1460,7
1461,9
1462,1
1463,5
1464,5
1465,1
1466,1
1467,8
1468,1
1469,7
1470,8
1471,1
1472,5
1473,7
1474,7
1475,7
1476,3
1477,2
1478,1
1479,8
1480,1
1481,7
1482,1
1483,9
1484,7
1485,3
1486,5
1487,7
1488,2
1489,7
1490,6
1491,1
1492,5
1493,5
1494,6
1495,1
1496,2
1497,1
1498,6
1499,7
1500,5
1501,6
1502,1
1503,8
1504,5
1505,7
1506,7
1507,5
1508,1
1509,5
1510,3
1511,7
1512,8
1513,9
1514,1
1515,9
1516,8
1517,1
1518,7
1519,8
1520,7
1521,5
1522,6
1523,7
1524,1
1525,1
1526,5
1527,6
1528,5
1529,9
1530,6
1531,3
1532,1
1533,5
1534,3
1535,3
1536,1
1537,7
1538,1
1539,7
1540,6
1541,1
1542,1
1543,5
1544,3
1545,5
1546,6
1547,7
1548,7
1549,9
1550,5
1551,5
1552,1
1553,1
1554,7
1555,1
1556,4
1557,9
1558,5
1559,2
1560,7
1561,5
1562,1
1563,8
1564,7
1565,4
1566,6
1567,8
1568,9
1569,2
1570,1
1571,5
1572,3
1573,7
1574,7
1575,7
1576,7
1577,1
1578,1
1579,7
1580,9
1581,1
1582,5
1583,8
1584,1
1585,6
1586,6
1587,7
1588,9
1589,8
1590,9
1591,3
1592,7
1593,7
1594,5
1595,7
1596,9
1597,1
1598,1
1599,6
1600,5
1601,7
1602,7
1603,1
1604,7
1605,1
1606,5
1607,5
1608,1
1609,8
1610,1
1611,3
1612,6
1613,5
1614,8
1615,1
1616,1
1617,8
1618,7
1619,1
1620,1
1621,5
1622,5
1623,1
1624,8
1625,7
1626,5
1627,9
1628,1
1629,1
1630,7
1631,7
1632,5
1633,5
1634,6
1635,1
1636,5
1637,7
1638,8
1639,8
1640,9
1641,8
1642,9
1643,3
1644,1
1645,1
1646,3
1647,7
1648,1
1649,3
1650,7
1651,4
1652,7
1653,7
1654,5
1655,8
1656,6
1657,6
1658,1
1659,5
1660,1
1661,1
1662,5
1663,6
1664,1
1665,1
1666,5
1667,6
1668,6
1669,1
1670,6
1671,8
1672,5
1673,5
1674,5
1675,7
1676,1
1677,7
1678,5
1679,1
1680,1
1681,5
1682,7
1683,6
1684,9
1685,1
1686,7
1687,9
1688,4
1689,5
1690,7
1691,1
1692,7
1693,9
1694,1
1695,6
1696,1
1697,3
1698,1
1699,3
1700,1
1701,9
1702,8
1703,3
1704,7
1705,1
1706,5
1707,1
1708,9
1709,5
1710,3
1711,3
1712,1
1713,8
1714,9
1715,7
1716,7
1717,7
1718,3
1719,5
1720,1
1721,5
1722,5
1723,7
1724,9
1725,9
1726,1
1727,1
1728,1
1729,5
1730,2
1731,5
1732,9
1733,1
1734,7
1735,2
1736,5
1737,5
1738,5
1739,1
1740,5
1741,7
1742,1
1743,5
1744,9
1745,1
1746,1
1747,1
1748,7
1749,3
1750,5
1751,7
1752,1
1753,5
1754,9
1755,3
1756,7
1757,2
1758,7
1759,1
1760,2
1761,9
1762,9
1763,7
1764,7
1765,1
1766,6
1767,9
1768,5
1769,7
1770,1
1771,7
1772,6
1773,6
1774,5
1775,1
1776,8
1777,5
1778,1
1779,3
1780,3
1781,1
1782,5
1783,1
1784,5
1785,5
1786,1
1787,1
1788,8
1789,1
1790,9
1791,5
1792,1
1793,6
1794,1
1795,6
1796,9
1797,5
1798,1
1799,7
1800,9
1801,2
1802,3
1803,7
1804,2
1805,8
1806,5
1807,1
1808,5
1809,9
1810,1
1811,7
1812,1
1813,3
1814,5
1815,1
1816,1
1817,3
1818,9
1819,5
1820,5
1821,7
1822,1
1823,1
1824,6
1825,7
1826,5
1827,7
1828,7
1829,1
1830,5
1831,7
1832,7
1833,9
1834,5
1835,1
1836,7
1837,3
1838,7
1839,5
1840,7
1841,7
1842,7
1843,2
1844,6
1845,7
1846,1
1847,3
1848,1
1849,7
1850,8
1851,5
1852,1
1853,8
1854,2
1855,7
1856,6
1857,6
1858,7
1859,5
1860,7
1861,5
1862,1
1863,1
1864,7
1865,1
1866,3
1867,1
1868,6
1869,6
1870,1
1871,7
1872,5
1873,1
1874,7
1875,5
1876,2
1877,7
1878,1
1879,5
1880,1
1881,8
1882,9
1883,7
1884,3
1885,5
1886,6
1887,5
1888,1
1889,1
1890,6
1891,9
1892,1
1893,1
1894,7
1895,5
1896,1
1897,1
1898,5
1899,1
1900,5
1901,6
1902,3
1903,8
1904,6
1905,7
1906,7
1907,9
1908,5
1909,1
1910,5
1911,1
1912,5
1913,7
1914,9
1915,1
1916,7
1917,5
1918,3
1919,4
1920,7
1921,2
1922,7
1923,1
1924,1
1925,9
1926,5
1927,1
1928,9
1929,7
1930,5
1931,7
1932,5
1933,7
1934,5
1935,1
1936,1
1937,7
1938,5
1939,2
1940,5
1941,4
1942,1
1943,5
1944,9
1945,1
1946,2
1947,5
1948,7
1949,1
1950,5
1951,1
1952,1
1953,5
1954,5
1955,1
1956,7
1957,5
1958,2
1959,1
1960,1
1961,5
1962,5
1963,6
1964,9
1965,5
1966,7
1967,1
1968,1
1969,6
1970,2
1971,8
1972,7
1973,1
1974,1
1975,5
1976,9
1977,7
1978,6
1979,5
1980,5
1981,5
1982,9
1983,7
1984,9
1985,7
1986,1
1987,3
1988,1
1989,8
1990,5
1991,6
1992,8
1993,3
1994,9
1995,1
1996,1
1997,5
1998,4
1999,5
2000,7
2001,9
2002,5
2003,6
2004,7
2005,1
2006,7
2007,1
2008,7
2009,7
2010,1
2011,1
2012,9
2013,1
2014,5
2015,7
2016,7
2017,5
2018,5
2019,8
2020,9
2021,1
2022,7
2023,7
2024,6
2025,6
2026,9
2027,1
2028,6
2029,6
2030,3
2031,1
2032,6
2033,6
2034,2
2035,7
2036,5
2037,7
2038,7
2039,3
2040,6
2041,5
2042,1
2043,1
2044,9
2045,7
2046,1
2047,7
2048,5
2049,1
2050,5
2051,5
2052,9
2053,9
2054,8
2055,9
2056,7
2057,5
2058,8
2059,8
2060,5
2061,7
2062,7
2063,7
2064,7
2065,7
2066,7
2067,1
2068,6
2069,1
2070,7
2071,7
2072,9
2073,1
2074,6
2075,2
2076,7
2077,9
2078,7
2079,5
2080,4
2081,1
2082,1
2083,6
2084,5
2085,1
2086,7
2087,3
2088,6
2089,1
2090,5
2091,7
2092,3
2093,6
2094,5
2095,6
2096,1
2097,1
2098,7
2099,3
2100,1
2101,6
2102,2
2103,1
2104,6
2105,9
2106,6
2107,1
2108,3
2109,5
2110,8
2111,1
2112,7
2113,6
2114,1
2115,5
2116,9
2117,3
2118,1
2119,2
2120,1
2121,7
2122,7
2123,5
2124,7
2125,1
2126,1
2127,8
2128,2
2129,6
2130,9
2131,2
2132,5
2133,3
2134,2
2135,1
2136,7
2137,9
2138,1
2139,6
2140,1
2141,7
2142,1
2143,7
2144,5
2145,7
2146,1
2147,5
2148,1
2149,1
2150,7
2151,1
2152,7
2153,5
2154,1
2155,5
2156,2
2157,7
2158,3
2159,3
2160,9
2161,7
2162,1
2163,1
2164,1
2165,5
2166,8
2167,1
2168,1
2169,5
2170,1
2171,1
2172,8
2173,9
2174,2
2175,1
2176,1
2177,2
2178,7
2179,1
2180,6
2181,8
2182,6
2183,5
2184,5
2185,1
2186,6
2187,7
2188,1
2189,7
2190,7
2191,7
2192,7
2193,8
2194,2
2195,9
2196,9
2197,8
2198,9
2199,6
2200,5
2201,1
2202,7
2203,5
2204,7
2205,9
2206,7
2207,1
2208,9
2209,5
2210,5
2211,2
2212,7
2213,7
2214,1
2215,1
2216,6
2217,7
2218,5
2219,6
2220,4
2221,1
2222,7
2223,1
2224,9
2225,2
2226,1
2227,1
2228,1
2229,1
2230,1
2231,9
2232,7
2233,5
2234,1
2235,3
2236,7
2237,7
2238,7
2239,5
2240,7
2241,5
2242,1
2243,5
2244,8
2245,7
2246,2
2247,9
2248,8
2249,5
2250,8
2251,7
2252,7
2253,5
2254,1
2255,9
2256,1
2257,8
2258,5
2259,7
2260,7
2261,3
2262,7
2263,7
2264,3
2265,1
2266,5
2267,7
2268,9
2269,7
2270,7
2271,1
2272,1
2273,5
2274,5
2275,7
2276,8
2277,7
2278,8
2279,5
2280,6
2281,7
2282,5
2283,1
2284,1
2285,5
2286,5
2287,9
2288,6
2289,7
2290,1
2291,5
2292,5
2293,5
2294,1
2295,9
2296,5
2297,7
2298,7
2299,9
2300,5
2301,7
2302,1
2303,2
2304,5
2305,3
2306,5
2307,3
2308,8
2309,1
2310,6
2311,7
2312,3
2313,9
2314,7
2315,3
2316,1
2317,1
2318,7
2319,5
2320,2
2321,1
2322,2
2323,3
2324,5
2325,9
2326,5
2327,9
2328,7
2329,5
2330,5
2331,1
2332,7
2333,1
2334,9
2335,7
2336,7
2337,5
2338,5
2339,9
2340,9
2341,9
2342,5
2343,9
2344,5
2345,1
2346,9
2347,5
2348,1
2349,6
2350,3
2351,9
2352,6
2353,5
2354,6
2355,2
2356,1
2357,9
2358,6
2359,8
2360,5
2361,5
2362,1
2363,1
2364,9
2365,6
2366,9
2367,5
2368,7
2369,8
2370,5
2371,7
2372,1
2373,5
2374,1
2375,1
2376,1
2377,1
2378,7
2379,1
2380,7
2381,6
2382,5
2383,1
2384,6
2385,1
2386,6
2387,6
2388,7
2389,9
2390,9
2391,1
2392,5
2393,7
2394,7
2395,1
2396,1
2397,1
2398,3
2399,5
2400,1
2401,5
2402,7
2403,5
2404,1
2405,7
2406,1
2407,1
2408,2
2409,7
2410,9
2411,6
2412,5
2413,1
2414,2
2415,5
2416,7
2417,1
2418,9
2419,9
2420,7
2421,5
2422,5
2423,5
2424,7
2425,5
2426,9
2427,1
2428,1
2429,7
2430,9
2431,7
2432,2
2433,3
2434,3
2435,6
2436,5
2437,5
2438,7
2439,7
2440,1
2441,1
2442,5
2443,5
2444,9
2445,9
2446,1
2447,3
2448,5
2449,8
2450,1
2451,2
2452,5
2453,7
2454,1
2455,5
2456,5
2457,5
2458,1
2459,3
2460,5
2461,3
2462,2
2463,4
2464,3
2465,9
2466,1
2467,2
2468,8
2469,6
2470,7
2471,7
2472,5
2473,1
2474,7
2475,6
2476,2
2477,2
2478,4
2479,2
2480,4
2481,1
2482,4
2483,7
2484,1
2485,1
2486,3
2487,1
2488,7
2489,9
2490,6
2491,1
2492,4
2493,5
2494,6
2495,7
2496,2
2497,9
2498,1
2499,1
2500,1
2501,8
2502,4
2503,7
2504,9
2505,1
2506,5
2507,5
2508,2
2509,1
2510,5
2511,8
2512,1
2513,1
2514,3
2515,2
2516,3
2517,1
2518,1
2519,5
2520,6
2521,3
2522,1
2523,2
2524,7
2525,5
2526,3
2527,8
2528,5
2529,3
2530,7
2531,6
2532,2
2533,1
2534,7
2535,3
2536,6
2537,6
2538,7
2539,8
2540,1
2541,1
2542,8
2543,1
2544,1
2545,1
2546,7
2547,7
2548,1
2549,9
2550,1
2551,1
2552,1
2553,8
2554,1
2555,8
2556,5
2557,7
2558,6
2559,1
2560,9
2561,5
2562,1
2563,1
2564,1
2565,1
2566,7
2567,7
2568,5
2569,7
2570,5
2571,7
2572,7
2573,6
2574,7
2575,1
2576,7
2577,8
2578,7
2579,8
2580,1
2581,8
2582,8
2583,6
2584,5
2585,7
2586,7
2587,9
2588,6
2589,1
2590,1
2591,5
2592,5
2593,5
2594,1
2595,1
2596,4
2597,8
2598,1
2599,2
2600,3
2601,7
2602,7
2603,9
2604,8
2605,7
2606,7
2607,5
2608,1
2609,7
2610,7
2611,7
2612,3
2613,5
2614,1
2615,7
2616,7
2617,3
2618,6
2619,5
2620,9
2621,5
2622,7
2623,1
2624,1
2625,5
2626,1
2627,5
2628,1
2629,6
2630,7
2631,8
2632,1
2633,5
2634,7
2635,3
2636,5
2637,3
2638,5
2639,1
2640,5
2641,1
2642,7
2643,6
2644,9
2645,1
2646,6
2647,5
2648,5
2649,7
2650,9
2651,1
2652,7
2653,1
2654,7
2655,2
2656,7
2657,1
2658,6
2659,1
2660,6
2661,8
2662,9
2663,5
2664,5
2665,1
2666,7
2667,9
2668,8
2669,7
2670,5
2671,6
2672,1
2673,7
2674,1
2675,2
2676,1
2677,2
2678,5
2679,1
2680,1
2681,1
2682,1
2683,1
2684,7
2685,7
2686,6
2687,1
2688,7
2689,8
2690,8
2691,1
2692,6
2693,1
2694,7
2695,9
2696,7
2697,1
2698,5
2699,5
2700,7
2701,9
2702,5
2703,7
2704,1
2705,5
2706,1
2707,9
2708,6
2709,1
2710,7
2711,1
2712,1
2713,4
2714,5
2715,1
2716,7
2717,9
2718,9
2719,7
2720,5
2721,5
2722,7
2723,7
2724,9
2725,2
2726,1
2727,1
2728,5
2729,9
2730,3
2731,6
2732,7
2733,5
2734,7
2735,1
2736,8
2737,9
2738,7
2739,1
2740,1
2741,7
2742,7
2743,8
2744,1
2745,5
2746,7
2747,2
2748,7
2749,5
2750,8
2751,3
2752,6
2753,1
2754,9
2755,7
2756,4
2757,7
2758,7
2759,1
2760,5
2761,7
2762,9
2763,1
2764,1
2765,8
2766,1
2767,6
2768,1
2769,8
2770,1
2771,2
2772,8
2773,9
2774,3
2775,7
2776,7
2777,4
2778,5
2779,1
2780,1
2781,8
2782,1
2783,1
2784,9
2785,7
2786,7
2787,1
2788,1
2789,3
2790,7
2791,7
2792,1
2793,7
2794,5
2795,9
2796,7
2797,6
2798,3
2799,9
2800,7
2801,6
2802,1
2803,1
2804,2
2805,7
2806,1
2807,3
2808,5
2809,7
2810,9
2811,1
2812,1
2813,7
2814,1
2815,7
2816,1
2817,1
2818,5
2819,1
2820,1
2821,9
2822,7
2823,7
2824,1
2825,5
2826,1
2827,9
2828,1
2829,5
2830,1
2831,6
2832,6
2833,7
2834,1
2835,6
2836,1
2837,6
2838,6
2839,3
2840,5
2841,5
2842,1
2843,1
2844,1
2845,5
2846,1
2847,5
2848,1
2849,5
2850,7
2851,1
2852,1
2853,7
2854,1
2855,7
2856,6
2857,5
2858,7
2859,6
2860,8
2861,5
2862,7
2863,5
2864,1
2865,1
2866,7
2867,2
2868,5
2869,1
2870,5
2871,1
2872,7
2873,5
2874,5
2875,6
2876,5
2877,1
2878,3
2879,5
2880,1
2881,9
2882,5
2883,9
2884,1
2885,7
2886,3
2887,6
2888,1
2889,5
2890,1
2891,1
2892,9
2893,7
2894,9
2895,9
2896,9
2897,2
2898,1
2899,1
2900,1
2901,1
2902,5
2903,1
2904,1
2905,5
2906,2
2907,3
2908,7
2909,7
2910,8
2911,1
2912,7
2913,7
2914,7
2915,7
2916,6
2917,1
2918,4
2919,7
2920,7
2921,1
2922,8
2923,5
2924,7
2925,1
2926,7
2927,7
2928,9
2929,6
2930,1
2931,1
2932,6
2933,1
2934,8
2935,7
2936,5
2937,7
2938,1
2939,3
2940,1
2941,1
2942,9
2943,7
2944,7
2945,7
2946,2
2947,6
2948,7
2949,9
2950,7
2951,5
2952,5
2953,7
2954,9
2955,8
2956,7
2957,7
2958,1
2959,1
2960,9
2961,1
2962,1
2963,3
2964,5
2965,5
2966,9
2967,8
2968,5
2969,7
2970,7
2971,8
2972,6
2973,7
2974,6
2975,9
2976,5
2977,1
2978,1
2979,1
2980,9
2981,7
2982,1
2983,1
2984,7
2985,7
2986,7
2987,9
2988,3
2989,7
2990,7
2991,5
2992,1
2993,7
2994,7
2995,1
2996,9
